target_id	length	eff_length	est_counts	tpm
gene-HO397_00005	66	27.4668	2	43.5654
gene-HO397_00010	2463	2662.82	53	11.9084
gene-HO397_00015	933	900.117	15	9.97041
gene-HO397_00020	1287	1082.27	15	8.2923
gene-HO397_00025	297	288.822	5	10.3576
gene-HO397_00030	777	870.698	8	5.49722
gene-HO397_00035	1431	1551.64	5	1.92796
gene-HO397_00040	954	1069.82	70	39.148
gene-HO397_00045	588	472.967	15	18.975
gene-HO397_00050	567	533.333	11	12.34
gene-HO397_00055	714	735.89	7	5.69122
gene-HO397_00060	405	358.755	0	0
gene-HO397_00065	1917	1972.83	305	92.4978
gene-HO397_00070	1131	1027.07	34	19.8062
gene-HO397_00075	1113	1162.53	67	34.4818
gene-HO397_00080	210	161.947	12	44.3332
gene-HO397_00085	1167	1204.8	9	4.46938
gene-HO397_00090	900	1023.33	10	5.84663
gene-HO397_00095	960	1219.76	4	1.96203
gene-HO397_00100	1353	1306.76	0	0
gene-HO397_00105	1089	1279.9	1	0.46746
gene-HO397_00110	698	711.903	0.00979694	0.0082336
gene-HO397_00115	347	300.819	0	0
gene-HO397_00120	264	185.582	86	277.258
gene-HO397_00125	219	195.947	2	6.10677
gene-HO397_00130	942	1182.55	38	19.2259
gene-HO397_00135	2817	2977.42	119	23.9126
gene-HO397_00140	495	424.588	72	101.458
gene-HO397_00145	450	523.151	2	2.2873
gene-HO397_00150	951	1017.32	8	4.70492
gene-HO397_00155	915	868.755	0	0
gene-HO397_00160	822	814.342	3	2.20412
gene-HO397_00165	1149	1131.87	30	15.8579
gene-HO397_00170	3222	3390.42	22	3.8823
gene-HO397_00175	396	484.625	8	9.87653
gene-HO397_00180	591	542.157	1	1.10356
gene-HO397_00185	786	739.755	0	0
gene-HO397_00190	1554	1645.62	6	2.18143
gene-HO397_00195	1217	1195.41	2	1.001
gene-HO397_00200	1143	1204.26	7	3.47775
gene-HO397_00205	1515	1582.33	6	2.26869
gene-HO397_00210	771	579.299	1	1.0328
gene-HO397_00215	942	939.707	1	0.63669
gene-HO397_00220	1287	1240.76	0	0
gene-HO397_00225	288	241.844	0	0
gene-HO397_00230	1332	1431.02	7	2.92666
gene-HO397_00235	531	484.755	0	0
gene-HO397_00240	1863	1711.08	2	0.699328
gene-HO397_00245	480	461.886	11	14.2488
gene-HO397_00250	843	774.246	10	7.72754
gene-HO397_00255	378	303.553	10	19.71
gene-HO397_00260	822	797.712	8	6.00018
gene-HO397_00265	990	828.648	17	12.2744
gene-HO397_00270	1287	1088.33	81	44.5292
gene-HO397_00275	2355	2663.99	68	15.272
gene-HO397_00280	816	868.975	7	4.8196
gene-HO397_00285	660	796.728	3	2.25285
gene-HO397_00290	2907	2633.29	32	7.27062
gene-HO397_00295	2352	2322.82	32	8.24241
gene-HO397_00300	696	738.359	3	2.43094
gene-HO397_00305	1503	1410.35	7	2.96957
gene-HO397_00310	1701	1576.25	4	1.5183
gene-HO397_00315	879	815.391	3	2.20128
gene-HO397_00320	765	799.86	12	8.9761
gene-HO397_00325	699	586.473	4	4.08068
gene-HO397_00330	1611	1440.51	2	0.830683
gene-HO397_00335	984	902.652	3	1.98848
gene-HO397_00340	1656	1464.3	4	1.63437
gene-HO397_00345	132	103.973	8	46.0353
gene-HO397_00350	1179	1278.78	70	32.7508
gene-HO397_00355	606	524.246	8	9.1301
gene-HO397_00360	1401	1432.39	9	3.75925
gene-HO397_00365	1092	973.27	8	4.91787
gene-HO397_00370	1572	1755.5	4	1.36326
gene-HO397_00375	87	53.7435	4	44.5302
gene-HO397_00380	945	1019.18	5	2.93521
gene-HO397_00385	1725	1672.08	11	3.936
gene-HO397_00390	492	568.912	5	5.2583
gene-HO397_00395	87	46.3586	0	0
gene-HO397_00400	1005	908.184	11	7.24669
gene-HO397_00405	459	383.084	78	121.821
gene-HO397_00410	942	887.127	37	24.9538
gene-HO397_00415	366	364.647	205	336.358
gene-HO397_00420	1767	1866.8	149	47.754
gene-HO397_00425	1488	1436	67	27.9151
gene-HO397_00430	1359	1299.7	68	31.303
gene-HO397_00435	1083	1207.31	38	18.8316
gene-HO397_00440	1317	1263.13	91	43.1035
gene-HO397_00445	1245	1202.91	56	27.8531
gene-HO397_00450	1068	929.147	45	28.9767
gene-HO397_00455	1476	1473.37	54	21.9282
gene-HO397_00460	921	856.941	32	22.3419
gene-HO397_00465	831	809.06	125	92.4378
gene-HO397_00470	1263	1445.46	95	39.3223
gene-HO397_00475	1152	1160.97	83	42.7737
gene-HO397_00480	918	889.475	231	155.381
gene-HO397_00485	513	704.18	90	76.4679
gene-HO397_00490	2706	2595.81	50	11.5244
gene-HO397_00495	390	406.84	1	1.47061
gene-HO397_00500	198	147.319	3	12.1838
gene-HO397_00505	744	835.415	8	5.72938
gene-HO397_00510	621	548.327	21	22.914
gene-HO397_00515	1044	1124.16	26	13.8377
gene-HO397_00520	1203	1207.63	3	1.48631
gene-HO397_00525	1386	1462.01	3	1.2277
gene-HO397_00530	441	394.755	0	0
gene-HO397_00535	894	857.407	13	9.07145
gene-HO397_00540	552	563.718	4	4.2454
gene-HO397_00545	855	937.487	6	3.82918
gene-HO397_00550	1374	1370	13	5.67733
gene-HO397_00555	765	779.398	116	89.047
gene-HO397_00560	2664	2612.28	248	56.8005
gene-HO397_00565	1893	1758.48	107	36.4055
gene-HO397_00570	1425	1400.25	98	41.8738
gene-HO397_00575	1854	1943.96	3	0.923326
gene-HO397_00580	2598	2604.54	286	65.6985
gene-HO397_00585	363	419.747	11	15.6793
gene-HO397_00590	795	871.138	20	13.7361
gene-HO397_00595	867	823.432	18	13.0787
gene-HO397_00600	348	288.694	31	64.2457
gene-HO397_00605	1551	1534.97	3	1.16934
gene-HO397_00610	2391	2499.03	68	16.2801
gene-HO397_00615	537	512.284	33	38.541
gene-HO397_00620	663	581.669	137	140.918
gene-HO397_00625	927	1006.39	13	7.72853
gene-HO397_00630	771	694.052	9	7.75838
gene-HO397_00635	441	513.657	7	8.15352
gene-HO397_00640	1230	1433.7	18	7.51162
gene-HO397_00645	381	366.553	8	13.0579
gene-HO397_00650	903	1138.41	24	12.6134
gene-HO397_00655	852	730.893	34	27.8321
gene-HO397_00660	795	796.832	8	6.00681
gene-HO397_00665	1239	1192.76	0	0
gene-HO397_00670	597	682.335	1	0.876844
gene-HO397_00675	606	686.9	2	1.74204
gene-HO397_00680	570	562.618	21	22.3319
gene-HO397_00685	2598	3144.56	24	4.56638
gene-HO397_00690	741	821.795	1	0.728043
gene-HO397_00695	585	541.692	1	1.10451
gene-HO397_00700	480	461.126	5	6.4874
gene-HO397_00705	1419	1519.3	50	19.6901
gene-HO397_00710	927	985.539	3	1.82124
gene-HO397_00715	456	401.765	33	49.1431
gene-HO397_00720	705	805.339	10	7.4292
gene-HO397_00725	531	464.397	10	12.8834
gene-HO397_00730	2430	2262.46	13	3.43781
gene-HO397_00735	2535	2531.54	26	6.14481
gene-HO397_00740	435	444.947	1	1.34466
gene-HO397_00745	1229	1182.76	0	0
gene-HO397_00750	1812	2051.9	17	4.95694
gene-HO397_00755	798	689.736	6	5.20462
gene-HO397_00760	891	844.755	0	0
gene-HO397_00765	1983	1988.97	2	0.601619
gene-HO397_00770	1281	1245.45	15	7.20587
gene-HO397_00775	1422	1506.01	18	7.15099
gene-HO397_00780	66	27.4668	7	152.479
gene-HO397_00785	345	335.137	30	53.5573
gene-HO397_00790	624	715.442	15	12.544
gene-HO397_00795	801	850.19	7	4.92609
gene-HO397_00800	699	645.183	17	15.7647
gene-HO397_00805	1518	1818.96	14	4.60496
gene-HO397_00810	1425	1444.06	12	4.97182
gene-HO397_00815	1158	1298.48	3	1.38231
gene-HO397_00820	387	416.938	9	12.9149
gene-HO397_00825	813	992.627	4	2.41098
gene-HO397_00830	825	849.987	10	7.03896
gene-HO397_00835	2673	2986.48	22	4.40742
gene-HO397_00840	795	895.343	25	16.7059
gene-HO397_00845	726	697.329	51	43.7575
gene-HO397_00850	852	889.272	56	37.6768
gene-HO397_00855	726	773.471	5	3.86764
gene-HO397_00860	558	508.448	89	104.728
gene-HO397_00865	1197	1198.22	21	10.4858
gene-HO397_00870	759	690.67	33	28.5867
gene-HO397_00875	858	1022.64	11	6.43564
gene-HO397_00880	1353	1504.6	48	19.0871
gene-HO397_00885	2433	2533.39	243	57.3884
gene-HO397_00890	486	409.176	33	48.2529
gene-HO397_00895	1026	1170.65	162	82.7958
gene-HO397_00900	456	481.76	20	24.8382
gene-HO397_00905	789	786.597	22	16.7336
gene-HO397_00910	1149	1053.41	33	18.743
gene-HO397_00915	597	548.755	18	19.6252
gene-HO397_00920	3483	3432.94	101	17.6025
gene-HO397_00925	960	1116.65	65	34.8271
gene-HO397_00930	2142	2336.46	19	4.86538
gene-HO397_00935	390	275.654	9	19.5344
gene-HO397_00940	1299	1418.29	27	11.3899
gene-HO397_00945	261	242.401	11	27.1506
gene-HO397_00950	201	139.198	5	21.491
gene-HO397_00955	546	549.176	5	5.44727
gene-HO397_00960	423	396.602	1	1.50857
gene-HO397_00965	711	676.732	26	22.9867
gene-HO397_00970	825	860.701	15	10.427
gene-HO397_00975	1719	1700.42	30	10.5556
gene-HO397_00980	708	684.915	5	4.36771
gene-HO397_00985	405	364.27	14	22.9945
gene-HO397_00990	816	910.949	29	19.0469
gene-HO397_00995	654	720.76	12	9.96118
gene-HO397_01000	1032	949.767	104	65.5144
gene-HO397_01005	573	585.995	3	3.063
rna-HO397_01010	1554	1533.94	5735.91	2237.25
rna-HO397_01015	77	37.2239	976	15687.3
rna-HO397_01020	76	36.3116	662	10907.7
rna-HO397_01025	2929	3046.48	17699.9	3476.1
rna-HO397_01030	116	73.0415	3965.5	32482.5
rna-HO397_01035	77	37.2239	269.333	4329.01
gene-HO397_01040	804	984.193	3	1.82373
gene-HO397_01045	915	909.634	7	4.60418
gene-HO397_01050	801	898.357	24	15.9839
gene-HO397_01055	597	567.758	8	8.43039
gene-HO397_01060	1359	1405.91	58	24.6826
gene-HO397_01065	756	773.09	16	12.3826
gene-HO397_01070	723	784.64	14	10.6752
gene-HO397_01075	468	440.312	16	21.741
gene-HO397_01080	732	770.216	6	4.66079
rna-HO397_01085	77	37.2239	269.333	4329.01
gene-HO397_01090	786	857.561	6	4.18607
gene-HO397_01095	698	707.377	0	0
gene-HO397_01100	372	457.203	2	2.61723
gene-HO397_01105	1137	1483.57	1.75367	0.707229
gene-HO397_01110	771	607.929	18	17.715
gene-HO397_01115	474	398.181	1	1.50259
gene-HO397_01120	2445	2682.33	13	2.89969
gene-HO397_01125	579	595.808	30	30.1256
gene-HO397_01130	768	830.244	16	11.5301
gene-HO397_01135	741	734.86	23	18.7259
gene-HO397_01140	279	276.739	18	38.9155
gene-HO397_01145	261	221.186	8	21.6398
gene-HO397_01150	774	727.755	0	0
gene-HO397_01155	498	451.755	0	0
gene-HO397_01160	1740	1720.11	1	0.347828
gene-HO397_01165	786	739.755	0	0
gene-HO397_01170	1056	1136.96	3	1.57869
gene-HO397_01175	294	247.844	0	0
gene-HO397_01180	399	414.108	3	4.33439
gene-HO397_01185	453	406.755	0	0
gene-HO397_01190	267	299.08	4.82066	9.64359
gene-HO397_01195	558	471.436	20.1793	25.6097
gene-HO397_01200	1458	1443.93	36	14.9169
gene-HO397_01205	459	380.151	11	17.3124
gene-HO397_01210	1245	1143.8	29	15.1694
gene-HO397_01215	402	430.673	85	118.084
gene-HO397_01220	698	710.553	165.435	139.3
gene-HO397_01225	1038	1183.17	4	2.02271
gene-HO397_01230	1104	1001.11	71	42.4325
gene-HO397_01235	1254	1339.59	30	13.3989
rna-HO397_01240	76	36.3116	169	2784.6
gene-HO397_01245	411	371.482	3	4.83175
gene-HO397_01250	957	870.136	8	5.50077
gene-HO397_01255	2199	2319.39	2	0.515914
gene-HO397_01260	957	857.518	3	2.09314
gene-HO397_01265	690	689.342	1	0.867932
gene-HO397_01270	615	641.483	75	69.9514
gene-HO397_01275	213	176.898	3	10.1466
gene-HO397_01280	330	333.074	18	32.3335
gene-HO397_01285	711	630.205	14	13.2913
gene-HO397_01290	1644	1599.04	10	3.74163
gene-HO397_01295	2526	2226.61	19	5.10541
gene-HO397_01300	669	542.275	1	1.10332
gene-HO397_01305	636	726.148	2	1.64788
gene-HO397_01310	543	610.568	16	15.6786
gene-HO397_01315	228	165.28	1	3.61994
gene-HO397_01320	141	155.1	3	11.5726
gene-HO397_01325	264	258.356	1	2.31581
gene-HO397_01330	102	71.6691	1	8.34812
gene-HO397_01335	1233	1504.78	1	0.3976
gene-HO397_01340	852	1019.27	7	4.10892
gene-HO397_01345	129	108.372	1	5.52083
gene-HO397_01350	594	547.755	0	0
gene-HO397_01355	237	190.926	0	0
gene-HO397_01360	1326	1590.26	4	1.50492
gene-HO397_01365	855	1058.23	5	2.82691
gene-HO397_01370	720	634.873	2	1.88479
gene-HO397_01375	1428	1511.74	12	4.74924
gene-HO397_01380	696	721.801	4	3.31561
gene-HO397_01385	669	887.69	7	4.71799
gene-HO397_01390	1671	1829.88	17	5.55837
gene-HO397_01395	1473	1527.46	74	28.9856
gene-HO397_01400	588	556.218	54	58.0857
gene-HO397_01405	2034	1726.13	84	29.1156
gene-HO397_01410	75	35.4246	0	0
gene-HO397_01415	1089	1353.37	65	28.7355
gene-HO397_01420	933	905.341	14	9.25201
gene-HO397_01425	498	451.755	0	0
gene-HO397_01430	606	559.755	0	0
gene-HO397_01435	864	919.278	2	1.30168
gene-HO397_01440	1548	1404.29	3	1.27816
gene-HO397_01445	1419	1372.76	0	0
gene-HO397_01450	297	368.5	517	839.408
gene-HO397_01455	951	972.559	2	1.23037
gene-HO397_01460	1383	1572.9	7	2.66268
gene-HO397_01465	1050	1104.81	3	1.62463
gene-HO397_01470	816	1045.01	6	3.43518
gene-HO397_01475	246	328.735	3	5.46003
gene-HO397_01480	672	803.864	2	1.48856
gene-HO397_01485	276	310.305	1	1.92811
gene-HO397_01490	1587	1589	3	1.12958
gene-HO397_01495	891	844.755	0	0
gene-HO397_01500	1170	981.705	2	1.2189
gene-HO397_01505	1452	1435.31	1	0.416844
gene-HO397_01510	1887	2020.15	1	0.296167
gene-HO397_01515	1260	1497.46	3	1.19863
gene-HO397_01520	1284	1269.9	4	1.88456
gene-HO397_01525	900	784.681	4	3.04991
gene-HO397_01530	660	613.755	0	0
gene-HO397_01535	471	424.755	0	0
gene-HO397_01540	1182	1046.91	1	0.571491
gene-HO397_01545	612	698.194	5	4.28464
gene-HO397_01550	1254	1410.66	17	7.21018
gene-HO397_01555	3075	3007.04	203	40.3904
gene-HO397_01560	1083	1033.91	218522	126454
gene-HO397_01565	948	872.33	19	13.0315
gene-HO397_01570	1665	1651.18	5	1.81174
gene-HO397_01575	945	912.773	6	3.93287
gene-HO397_01580	867	820.755	0	0
gene-HO397_01585	810	723.634	1	0.826802
gene-HO397_01590	951	904.755	0	0
gene-HO397_01595	1014	1064.41	1	0.562096
gene-HO397_01600	1212	1101.58	1	0.543132
gene-HO397_01605	540	466.839	4	5.12641
gene-HO397_01610	834	787.445	9	6.83821
gene-HO397_01615	1110	1246.18	5	2.40054
gene-HO397_01620	276	262.681	6	13.666
gene-HO397_01625	774	760.627	7	5.50613
gene-HO397_01630	698	715.26	153.949	128.776
gene-HO397_01635	963	792.853	4	3.01848
gene-HO397_01640	768	665.513	5	4.49504
gene-HO397_01645	828	657.825	3	2.72855
gene-HO397_01650	852	876.447	1	0.682645
gene-HO397_01655	975	900.329	7	4.65176
gene-HO397_01660	2907	3055.49	120	23.4975
gene-HO397_01665	624	817.461	13	9.51474
gene-HO397_01670	1158	1199.75	12	5.98425
gene-HO397_01675	1221	1176.9	10	5.08371
gene-HO397_01680	1095	1144.36	10	5.22829
gene-HO397_01685	309	262.819	0	0
gene-HO397_01690	213	203.099	4	11.7835
gene-HO397_01695	1095	1124.21	33	17.5626
gene-HO397_01700	204	193.228	2	6.19272
gene-HO397_01705	261	192.487	3	9.32481
gene-HO397_01710	1416	1367.5	6	2.62508
gene-HO397_01715	321	266.339	1	2.2464
gene-HO397_01720	1116	1234.25	11	5.33225
gene-HO397_01725	810	744.619	6	4.82101
gene-HO397_01730	459	479.645	1	1.24739
gene-HO397_01735	525	520.626	32	36.7743
gene-HO397_01740	192	139.775	9	38.5241
gene-HO397_01745	678	811.143	3	2.21281
gene-HO397_01750	285	241.331	11	27.2709
gene-HO397_01755	342	531.27	41	46.1731
gene-HO397_01760	84	43.0706	1	13.8912
gene-HO397_01765	698	715.26	153.949	128.776
gene-HO397_01770	912	922.134	32	20.7623
gene-HO397_01775	909	928.174	9	5.80141
gene-HO397_01780	1185	1264.86	14	6.62226
gene-HO397_01785	3147	3241.19	7	1.29215
gene-HO397_01790	1203	1174.7	16	8.14916
gene-HO397_01795	690	668.18	9	8.05878
gene-HO397_01800	1296	1251.39	6	2.86865
gene-HO397_01805	1320	1365.01	7	3.06819
gene-HO397_01810	1374	1303.64	12	5.50735
gene-HO397_01815	1818	2019.27	18	5.33334
gene-HO397_01820	582	452.922	10	13.2098
gene-HO397_01825	1071	1021.43	28	16.401
gene-HO397_01830	1128	1354.72	14	6.183
gene-HO397_01835	333	318.269	5	9.39932
gene-HO397_01840	1848	1929.29	110	34.1126
gene-HO397_01845	972	902.362	44	29.1738
gene-HO397_01850	348	343.356	5	8.71255
gene-HO397_01855	885	811.142	16	11.8017
gene-HO397_01860	540	470.698	2	2.54219
gene-HO397_01865	450	348.869	13	22.2947
gene-HO397_01870	1104	1166.61	29	14.8728
gene-HO397_01875	471	439.775	9	12.2443
gene-HO397_01880	420	341.802	11	19.2548
gene-HO397_01885	978	799.969	25	18.6977
gene-HO397_01890	519	527.59	26	29.4847
gene-HO397_01895	975	1112.31	7	3.76525
gene-HO397_01900	1863	1840.66	33	10.7265
gene-HO397_01905	900	892.247	52	34.8689
gene-HO397_01910	243	246.415	24	58.2726
gene-HO397_01915	1449	1621.97	58	21.3947
gene-HO397_01920	591	652.45	4	3.66803
gene-HO397_01925	912	858.628	5	3.48406
gene-HO397_01930	492	403.32	12	17.8013
gene-HO397_01935	1365	1435.72	28	11.6683
gene-HO397_01940	936	1078.82	4	2.21835
gene-HO397_01945	543	555.514	64	68.9295
gene-HO397_01950	312	251.932	60	142.491
gene-HO397_01955	891	840.118	33	23.5014
gene-HO397_01960	330	239.279	18	45.0079
gene-HO397_01965	615	547.611	39	42.6101
gene-HO397_01970	1992	2040.63	63	18.4713
gene-HO397_01975	948	895.05	60	40.1074
gene-HO397_01980	1476	1304.07	25	11.4699
gene-HO397_01985	579	532.755	0	0
gene-HO397_01990	318	295.466	8	16.1995
gene-HO397_01995	1299	1310.37	40	18.2637
gene-HO397_02000	624	551.481	38	41.2262
gene-HO397_02005	1275	1332.75	65	29.18
gene-HO397_02010	1113	1162.53	67	34.4818
gene-HO397_02015	2355	2540.57	8	1.88399
gene-HO397_02020	273	178.733	33	110.466
gene-HO397_02025	1872	1777.63	47	15.8189
gene-HO397_02030	372	304.764	1	1.96317
gene-HO397_02035	399	407.959	2	2.93315
gene-HO397_02040	696	831.692	2	1.43876
gene-HO397_02045	1701	1723.05	5	1.73617
gene-HO397_02050	819	759.557	8	6.30159
gene-HO397_02055	459	302.501	5	9.88927
gene-HO397_02060	1773	1862.24	8	2.57025
gene-HO397_02065	1782	1969.91	17	5.16324
gene-HO397_02070	339	292.819	0	0
gene-HO397_02075	1287	1399.73	6	2.56465
gene-HO397_02080	861	803.27	2	1.48967
gene-HO397_02085	573	570.895	15	15.7201
gene-HO397_02090	390	392.988	16	24.3591
rna-HO397_02095	97	55.4187	1533	16550.3
gene-HO397_02100	354	333.081	2	3.59253
gene-HO397_02105	1551	1611.61	23	8.53864
gene-HO397_02110	471	411.833	18	26.15
gene-HO397_02115	552	663.079	43	38.7993
gene-HO397_02120	219	232.76	19	48.8389
gene-HO397_02125	375	438.813	164	223.607
gene-HO397_02130	3150	3230.2	38	7.03841
gene-HO397_02135	1194	1158.59	20	10.3281
gene-HO397_02140	648	704.299	73	62.0135
gene-HO397_02145	3363	3397.85	21	3.69773
gene-HO397_02150	162	117.098	0	0
gene-HO397_02155	528	418.786	8	11.4293
gene-HO397_02160	378	523.652	6	6.85533
gene-HO397_02165	552	516.443	12	13.9021
gene-HO397_02170	1932	1916.64	21	6.5554
gene-HO397_02175	330	306.89	3	5.84869
gene-HO397_02180	606	457.341	10	13.0822
gene-HO397_02185	1875	1850.15	65	21.0197
gene-HO397_02190	645	630.795	26	24.6607
gene-HO397_02195	963	933.202	34	21.7984
gene-HO397_02200	960	970.323	14	8.63241
gene-HO397_02205	1305	1504.57	34	13.5203
gene-HO397_02210	1677	1711.9	29	10.1354
gene-HO397_02215	1221	1088.3	4	2.19903
gene-HO397_02220	1653	1838.07	13	4.23157
gene-HO397_02225	480	380.215	17	26.751
gene-HO397_02230	795	719.727	13	10.8068
gene-HO397_02235	342	384.905	11	17.0985
gene-HO397_02240	2505	2428.93	20	4.92648
gene-HO397_02245	933	886.755	0	0
gene-HO397_02250	1293	1172.62	4	2.0409
gene-HO397_02255	408	312.533	30	57.4308
gene-HO397_02260	459	409.372	12	17.5382
gene-HO397_02265	918	924.187	38	24.6005
gene-HO397_02270	678	717.846	6	5.00081
gene-HO397_02275	780	858.741	11	7.66392
gene-HO397_02280	855	705.676	16	13.5655
gene-HO397_02285	810	867.685	8	5.5163
gene-HO397_02290	624	676.994	5	4.41881
gene-HO397_02295	687	505.363	7	8.28734
gene-HO397_02300	2415	2205.88	4	1.08492
gene-HO397_02305	4281	4258.2	17.0797	2.39979
gene-HO397_02310	369	401.307	2	2.98177
gene-HO397_02315	708	830.812	11	7.92155
gene-HO397_02320	261	214.844	0	0
gene-HO397_02325	174	128.693	0	0
gene-HO397_02330	366	317.698	4	7.53297
gene-HO397_02335	1095	1103.97	3	1.62586
gene-HO397_02340	927	880.755	0	0
gene-HO397_02345	483	444.68	1	1.34547
gene-HO397_02350	816	787.87	22	16.7066
gene-HO397_02355	1782	1599.49	10	3.74057
gene-HO397_02360	777	923.621	1	0.647779
gene-HO397_02365	879	751.342	1	0.796311
gene-HO397_02370	1455	1566.11	1	0.382031
gene-HO397_02375	1362	1290.19	5	2.31866
gene-HO397_02380	1302	1287.08	3	1.39455
gene-HO397_02385	1146	1076.1	2	1.11198
gene-HO397_02390	786	936.045	3	1.91754
gene-HO397_02395	1236	1477.25	1	0.40501
gene-HO397_02400	1050	1111.09	2	1.07697
gene-HO397_02405	1668	1621.76	0	0
gene-HO397_02410	1260	1213.76	0	0
gene-HO397_02415	816	696.625	4	3.43543
gene-HO397_02420	894	939.366	3	1.91076
gene-HO397_02425	1068	1147.02	6	3.12969
gene-HO397_02430	510	463.755	0	0
gene-HO397_02435	723	610.353	7	6.86179
gene-HO397_02440	495	396.915	7	10.5517
gene-HO397_02445	1386	1492.54	15	6.01294
gene-HO397_02450	522	475.755	0	0
gene-HO397_02455	213	122.675	2	9.75422
gene-HO397_02460	867	834.094	13	9.325
gene-HO397_02465	543	496.755	0	0
gene-HO397_02470	693	858.241	6	4.18275
gene-HO397_02475	2610	3004.89	16	3.18575
gene-HO397_02480	1041	1018.3	1	0.587551
gene-HO397_02485	516	452.418	11	14.547
gene-HO397_02490	633	586.755	0	0
rna-HO397_02495	77	37.2239	11	176.804
gene-HO397_02500	1164	1322.49	32	14.477
gene-HO397_02505	279	263.64	2	4.53877
gene-HO397_02510	219	154.877	1	3.86309
gene-HO397_02515	282	269.8	1	2.21758
gene-HO397_02520	351	304.819	0	0
gene-HO397_02525	228	211.257	2	5.66421
gene-HO397_02530	333	280.341	5	10.671
gene-HO397_02535	150	105.43	0	0
gene-HO397_02540	1527	2055.47	1	0.291078
gene-HO397_02545	552	700.743	5	4.26905
gene-HO397_02550	798	992.26	23	13.8683
gene-HO397_02555	102	59.9888	0	0
gene-HO397_02560	456	409.755	0	0
gene-HO397_02565	171	125.769	0	0
gene-HO397_02570	291	244.844	0	0
gene-HO397_02575	363	316.787	0	0
gene-HO397_02580	141	170.894	2	7.00201
gene-HO397_02585	384	337.755	0	0
gene-HO397_02590	513	549.3	2	2.17842
gene-HO397_02595	698	711.903	0.00979694	0.0082336
gene-HO397_02600	579	572.554	13	13.5846
gene-HO397_02605	216	169.997	0	0
gene-HO397_02610	498	470.307	5	6.36076
gene-HO397_02615	183	158.249	27	102.081
gene-HO397_02620	294	258.796	13	30.0543
gene-HO397_02625	195	158.914	9	33.8844
gene-HO397_02630	510	504.266	4	4.74593
gene-HO397_02635	156	111.224	0	0
gene-HO397_02640	1812	2127	5	1.40645
gene-HO397_02645	459	412.755	0	0
gene-HO397_02650	270	238.492	1	2.50869
gene-HO397_02655	1449	1606.55	3	1.11724
gene-HO397_02660	684	744.438	4	3.21479
gene-HO397_02665	1374	1409.43	21	8.91448
gene-HO397_02670	333	292.682	1	2.04421
gene-HO397_02675	1224	1288.09	3	1.39347
gene-HO397_02680	3144	3062.25	23	4.49374
gene-HO397_02685	1377	1403.68	48	20.4595
gene-HO397_02690	1248	1256.16	21	10.0021
gene-HO397_02695	654	689.547	10	8.67674
gene-HO397_02700	369	318.072	5	9.40512
gene-HO397_02705	249	167.225	5	17.8891
gene-HO397_02710	1119	1072.76	0	0
gene-HO397_02715	1013	1069.12	0	0
gene-HO397_02720	698	711.903	0.00979694	0.0082336
gene-HO397_02725	129	111.465	138.298	742.328
